,0,1,2,3,4,5,6,7,8,9,10,11,12,13
81,jl_6dd08f847cb60b57,permanent,data+scientist,"<span class=""date"">15 days ago</span>",R&D Data Scientist - computer vision,Harnham,"£55,000 - £65,000 a year",London,6 reviews,4.8 out of 5,"python,r","machine,modelling",None,R&D Data Scientist - computer vision. This ecommerce company is investing heavily into finding a talented R&D Data Scientist to join their highly successful R&D...
82,jl_135b099bf5af529e,permanent,data+scientist,"<span class=""date"">1 day ago</span>",Applied Physiologist,Ministry of Defence,"£25,383 a year",Gosport,405 reviews,4.1 out of 5,None,"research,analysis","phd,degree","Research experience including research design, data collection, data analysis and report writing. The Applied Physiologist (AP5) permanent vacancy is a training..."
83,jl_18059bdab064c5ba,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Graduate Engineer - Data Scientist & Software Developer (Sep...,Roke,,Romsey SO51,,,"hadoop,clojure,c,java,python,c++","intelligence,programming,statistical,analysis,research,machine","mathematics,degree","Techniques and toolkits for acquiring, combining data or analysing data streams in real time. Our data analytics work encompasses many all types of data and..."
84,jl_419917ba5f665516,permanent,data+scientist,"<span class=""date"">10 days ago</span>",Statistician,Animal and Plant Health Agency,"£31,080 - £34,940 a year",New Haw,13 reviews,,None,"programming,modelling,statistical,analysis,research,mathematical","phd,mathematics,msc,statistics,degree"," Liaise with data managers, scientists, veterinarians, policy-makers and representatives from industry to identify and gather data for parameterising models...."
85,jl_117c498c06cb3601,permanent,data+scientist,"<span class=""date"">15 days ago</span>",Data Scientist,DWP Digital,,Sheffield S3,,,"sql,nosql,python,r",programming,statistics,"We have multiple roles available, as a Data Scientist, Data Scientist Service Design, and Data Scientist Fraud and Error Risk Analytics...."
86,jl_c7bfff5f9c476f67,permanent,data+scientist,"<span class=""date"">9 days ago</span>",Data Scientist,Set2Recruit Ltd.,"£78,000 a year",South West London,,,"java,nosql,python,scala","analysis,intelligence,machine",master,"You will work to enable organisations to improve their data handling and find new ways to exploit it, whether through master data, transaction data or scalable..."
87,jl_874852ae129268ac,permanent,data+scientist,"<span class=""date"">19 days ago</span>",Data Scientist,Capita IT Resourcing,"£65,000 - £85,000 a year",London,4 reviews,,"sql,python,r","analysis,modelling","statistics,msc",Data scientist required for a BlueChip consultancy in London. To be considered for the data scientist position you will need the following:....
88,jl_e6b35ad98bf28faf,permanent,data+scientist,"<span class=""date"">8 days ago</span>",Data Scientist,Reco Ltd,"£70,000 - £100,000 a year",London,,,"python,r,matlab","statistical,mathematical,machine,modelling","phd,mathematics,bsc",Data Scientist Requirements:. Data Scientists will be required to evaluate and enhance mathematical models across a range of data sets whilst also delivering...
89,jl_6358b24306710889,permanent,data+scientist,"<span class=""date"">1 day ago</span>",Graduate Data Scientist,CGG Services (UK) ltd,,Crawley,,,"hadoop,python,c++,c","machine,analysis,programming","phd,mathematics,master,degree","As a data scientist, you’ll play a vital role in the continual improvement of our processing and imaging...."
90,jl_e570bca80efc262c,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Senior Data Scientist,Morson International,"£60,000 - £75,000 a year",North West,62 reviews,3.8 out of 5,python,"ai,machine",phd,"Senior Data Scientist. You'll be back with huge investment and a visionary leader who operates agilely and listens to his people, The successful Senior Data..."
91,jl_f6f1e6ea15531d18,permanent,data+scientist,"<span class=""date"">4 days ago</span>",Data Scientist - Production Environment,Harnham,"£70,000 - £80,000 a year",London,6 reviews,4.8 out of 5,"python,hive,r","machine,programming",msc,Senior Data Scientist. THE ROLE - SENIOR DATA SCIENTIST. YOUR SKILLS AND EXPERIENCE - SENIOR DATA SCIENTIST. As the Senior Data Scientist you will not only be...
92,jl_b62f9462743054fe,permanent,data+scientist,"<span class=""date"">5 days ago</span>",Senior Scientist I,Mondelez International,,Birmingham,"2,389 reviews",4 out of 5,r,"statistical,research,analysis",degree,Linking consumer and sensory data into a cohesive story. Ability to discern data confused or hidden by extraneous information....
93,jl_30b2a830f499bc7d,permanent,data+scientist,"<span class=""date"">13 days ago</span>",Principal Fisheries Scientist,"Centre for Environment, Fisheries and Aquaculture...","£44,715 - £54,013 a year",Lowestoft,,,"r,matlab","statistical,research,analysis,programming","phd,degree", Good understanding of survey and data collection design.  Track record delivering as principal scientist and strategic leadership....
94,jl_fff7b85f48502a51,permanent,data+scientist,"<span class=""date"">12 days ago</span>",Lead Data Scientist/ CTO,Harnham,"£70,000 - £90,000 a year",London,6 reviews,4.8 out of 5,python,machine,"msc,degree",Lead Data Scientist/ CTO. Minimum of 3 years commercial experience as a data scientist. A successful Chief Technical Officer/ Lead Data Scientist will have the...
95,jl_4d8a239421ac2963,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Data Visualisation and Design Associate,Office for National Statistics,"£35,200 a year",Newport NP10,43 reviews,4.2 out of 5,r,"intelligence,statistical,analysis,artificial,research,machine","statistics,degree",Working alongside data scientists you will design and implement powerful visualisations and intuitive interfaces to add impact to complex data analysis projects...
96,jl_41a088d9beacf636,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist,BJSS,,Bristol,,,"hadoop,sql,python,r","ai,machine",None,"On a typical day as a BJSS Data Scientist you can expect to:. Combine BJSS’ proven expertise in DevOps, Cloud, and Big Data to build the best possible Data..."
97,jl_aa82ca0de298dbe6,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Explosive Research Scientist,Defence Science and Technology Laboratory,"£31,500 - £35,500 a year",Salisbury SP4,17 reviews,2.8 out of 5,None,research,degree," Provide timely, impartial, evidence based advice to the team, customers and wider stakeholders through sourcing, collating and interpreting data to ensure..."
98,jl_df747145bb492fdf,permanent,data+scientist,"<span class=""date"">4 days ago</span>",Senior Data Scientist,Harnham,"£60,000 - £80,000 a year",East London,6 reviews,4.8 out of 5,"r,sas","statistical,modelling",degree,SENIOR DATA SCIENTIST. SENIOR DATA SCIENTIST - YOUR ROLE:. You must have experience working with customer level data....
99,jl_19b083e1466d4ca0,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Machine Learning Data Scientist,Harnham,"£55,000 - £60,000 a year",Leeds,6 reviews,4.8 out of 5,"sql,python,r","machine,analysis,programming","statistics,msc","Machine Learning Data Scientist. As a Machine Learning Data Scientist here you can earn up to £60,000 + benefits...."
100,jl_6fda4cac986f8428,permanent,data+scientist,"<span class=""date"">27 days ago</span>",Senior Data Scientist - Applied,Shop Direct,,London,225 reviews,3.9 out of 5,None,"programming,modelling,statistical,analysis,machine","phd,statistics",Our data scientists sit closely with our software engineering team (metres away!). This is a fantastic opportunity for an experienced Data Scientist who is...
101,jl_5d53a7a0c79e54ec,permanent,data+scientist,"<span class=""date"">15 days ago</span>","Data Scientist (Tableau, SAS, SQL)",VANRATH,"£55,000 - £60,000 a year",Belfast,,,"tableau,r,sql,python,excel,sas","mining,modelling,statistical,analysis,research,ai",None,"Senior Data Scientist, SAS Developer, Data scientist, python, R, SAS, SQL, Tableau. The appointed Data Scientist (Tableau, SAS, SQL) will design and execute a..."
102,jl_eec3ed79b9941190,permanent,data+scientist,"<span class=""date"">6 days ago</span>",Medical Laboratory Assistant (MLA) - Cellular Pathology,The Shrewsbury and Telford Hospital NHS Trust,"£17,460 - £18,702 a year",Shropshire,,,None,None,None,"This post also includes data entry, filing of microscope slides, maintenance of laboratory equipment and assisting the Consultant Histopathologists and..."
103,jl_4a06da3ac0cfbc69,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - disruptive fintech,Harnham,"£60,000 - £75,000 a year",London,6 reviews,4.8 out of 5,"sql,python","statistical,research,machine,modelling",None,"Data Scientist - disruptive fintech. As a Data Scientist, you will be responsible using alternative data, including transactional and GPS data to build tailored..."
104,jl_afe3bde78038a0ac,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,Blu Digital,"£42,000 a year",London,,,"r,sql,python,excel,sas",None,None,My client is looking for their new Data Scientist. You will work with a number of teams and work incredibly closely with the data insights team....
105,jl_cd158527f17ad3ce,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Laboratory Analyst,"Centre for Environment, Fisheries and Aquaculture...","£21,920 a year",Lowestoft NR33,,,excel,"research,analysis",None,"The work area comprises a diverse group of scientists who provide high quality analytical support, data interpretation and scientific advice to a comprehensive..."
106,jl_1c8dfe4c969b554d,permanent,data+scientist,"<span class=""date"">20 days ago</span>",Data Engineer/Scientist,Cathcart Associates,"£30,000 - £45,000 a year",Leeds,,,"sql,nosql,python,r","ai,machine,programming",statistics,"Experience or a keen interest in Data Science techniques, including Machine Learning Models, AI, Neural Networks, Statistics...."
107,jl_313c1ece4302a3ad,permanent,data+scientist,"<span class=""date"">9 days ago</span>",Innovation Data Scientist,Harnham,"£50,000 - £60,000 a year",London,6 reviews,4.8 out of 5,"sql,python","statistical,research,machine,modelling",None,"Innovation Data Scientist. As a Data Scientist in this team, you will be focusing on applying machine learning to large data sets, setting up models to analyse..."
108,jl_0f536160db730d85,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Statistical Officer across the GSS,Government Statistical Service,"£24,514 a year",Cardiff,,,None,"statistical,analysis",statistics," Membership of a professional community of Methodologists, Data Scientists and Statisticians. Statisticians  Data analysis...."
109,jl_2f91ba6547ece8f0,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist,Mint Selection,,London,,,"hadoop,hive,mongodb,r,c,sql,python,c++","mining,programming,modelling,statistical,analysis,machine,mathematical","phd,statistics",Senior Data Scientist responsibilities. Senior Data Scientist skills and competencies; Senior Data Scientist – Future of Energy Trading....
110,jl_6baa0e1912db0719,permanent,data+scientist,"<span class=""date"">16 days ago</span>",Data Scientist - challenger bank,Harnham,"£65,000 - £75,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r","statistical,research,machine,modelling",None,"Data Scientist - challenger bank. As a Data Scientist, you will be responsible using alternative customer data to build tailored machine learning solutions...."
111,jl_359f7ae5ef6bc0bc,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data & Analytics opportunities,Atwood Tate,,United Kingdom,,,c,intelligence,None,"Chief Data Officer. We are looking for good candidates with Data, & Analytics experience. We get permanent, contract, freelance and temporary roles within print..."
112,jl_1a33a7b771059a64,permanent,data+scientist,"<span class=""date"">7 days ago</span>",Data Scientist,InfoSec People Limited,,London,,,"hive,r,java,sql,python","statistical,research,ai,machine","phd,mathematics,statistics",InfoSec People are seeking highly analytical Data Scientists to join a ground-breaking AI technology company based in Central London....
113,jl_71ef870ab59f7b54,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Lead Data Scientist - R&D,Harnham,"£75,000 - £85,000 a year",London,6 reviews,4.8 out of 5,"python,r","analysis,machine",None,Lead Data Scientist - R&D. The successful Lead Data Scientist candidate will have proven commercial management experience....
114,jl_cc97d8cc5d762a7e,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Head of Artificial Intelligence (AI),BJSS,,Leeds,,,None,"ai,intelligence,artificial",None,"In the summer of 2015, building on our pedigree in the Big Data space, we hired our first Data Scientist. We now have 17 Data Scientists, a growing team of..."
115,jl_1ec46168c13a79c0,permanent,data+scientist,"<span class=""date"">5 days ago</span>",Data Scientist - NLP,Harnham,"£55,000 - £60,000 a year",London,6 reviews,4.8 out of 5,"python,r","analysis,machine",statistics,"Data Scientist - NLP. DATA SCIENTIST - YOUR SKILLS AND EXPERTISE. As a Data Scientist you could earn up to £60,000 + benefits package...."
116,jl_343517bcf13514e0,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Data Scientist/ Developer,Leap29,,Yorkshire,,,python,None,None,Data Scientists in Sheffield I want to hear from you. Web applications and APIs will be created and as you will be working closely with data and analytics you...
117,jl_f7477c4708576c21,permanent,data+scientist,"<span class=""date"">16 days ago</span>",Data Scientist - Customer Insight,Harnham,"£75,000 - £80,000 a year",London,6 reviews,4.8 out of 5,"python,r","analysis,intelligence,machine",degree,As a Data Scientist you will be:. The role will see you leading the delivery of insight derived from customer data in their new global innovation initiative...
118,jl_de77443100f58178,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist - Recommendations,Shop Direct,,London,225 reviews,3.9 out of 5,"python,r,sas","programming,modelling,statistical,analysis,machine","phd,statistics",Our data scientists sit closely with our software engineering team (metres away!). This is a fantastic opportunity for an experienced Data Scientist who is...
119,jl_37291376b8feddeb,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,Aspire Data Recruitment,"£50,000 - £60,000 a year",London,,,python,"ai,research,machine,modelling",degree,"As well as technical experience with some of the core Python data science libraries (scikit-learn, Numpy/Scipy, pandas, matplotlib, Jupyter notebooks), you will..."
120,jl_215ebbcaf61501af,permanent,data+scientist,"<span class=""date"">30+ days ago</span>","Data Scientist, Star Exclusive",Star Actuarial Futures,,London,,,None,"machine,programming",None,"An amazing opportunity for a candidate with a passion for analytics and data science, to provide actionable insights for this insurance business...."
121,jl_78bad5208dc39c49,permanent,data+scientist,"<span class=""date"">1 day ago</span>","Data Scientist - Machine Learning, Greenfield project",Spectrum IT,"£50,000 - £70,000 a year",Southampton,,,None,"statistical,machine","statistics,degree",Data Scientist - Engineering / IT / Machine Learning. Liaise with customers to obtain appropriate data and process the data where necessary....
122,jl_743aef7870202256,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Sussex - £70K,Harnham,"£40,000 - £70,000 a year",East Sussex,6 reviews,4.8 out of 5,python,ml,None,Data Scientist - eCommerce. Help develop and manage Junior Data Scientists. The essential requirements of a Data Scientist in this role are:....
123,jl_9a0b9315c2b7eb36,permanent,data+scientist,"<span class=""date"">28 days ago</span>",Data Scientist,Planixs GRP Limited TA BrightBox Group,,Manchester,,,sql,"mining,machine,analysis,programming",None,Data Scientists we need you! Are you a passionate and driven Data Scientist with a passion to utilise data as it should be?...
124,jl_fe43527ce7861a02,permanent,data+scientist,"<span class=""date"">6 days ago</span>",Senior Data Scientist / Senior Statistical Analyst,Blue Pelican,"£50,000 - £65,000 a year",London,,,python,"programming,modelling,statistical,analysis,machine","mathematics,statistics,degree",Senior Data Scientist / Senior Statistical Analyst. We are searching for an experienced Statistical Analyst or Data Scientist to join this famous marketing...
125,jl_010c43284f46b4f9,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Data Scientist with Development Background,Leap29,,Yorkshire,,,python,None,None,"Data Scientists in Sheffield, South Yorkshire, I want to hear from you. Web applications and APIs will be created and as you will be working closely with data..."
126,jl_44af9dfb5fdbd2dc,permanent,data+scientist,"<span class=""date"">3 days ago</span>",Data Scientist - Digital Innovation Team,Harnham,"£65,000 - £85,000 a year",London,6 reviews,4.8 out of 5,"python,r","statistical,machine",degree,As the Data Scientist you will be:. Data Innovation Team. This is an opportunity to join a leading UK insurance brand as a Data Scientist in their London tech...
127,jl_fd58e349b17ec35c,permanent,data+scientist,"<span class=""date"">5 days ago</span>",Data Scientist - sports,Harnham,"£50,000 - £60,000 a year",London,6 reviews,4.8 out of 5,"python,r","statistical,machine,modelling",None,"Data Scientist - sports. As a Data Scientist in this team, your primary motivation will be to explore cutting-edge techniques to deliver high impact solutions...."
128,jl_225e85628ffd18bc,permanent,data+scientist,"<span class=""date"">10 days ago</span>",Data Scientist - Engineering / Machine Learning - Southampto...,Spectrum IT,"£50,000 - £70,000 a year",Southampton,,,None,"statistical,machine","statistics,degree",Data Scientist - Engineering / IT / Machine Learning. Liaise with customers to obtain appropriate data and process the data where necessary....
129,jl_b9ed3d706ccbb054,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Bitcoin - Start-up,Harnham,"£30,000 - £50,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r",ml,None,"Data Scientist - Bitcoin - Start-up. The essential requirements of a Data Scientist in this role are:. Our client is looking for a Data Scientist, who is..."
130,jl_7e9e9a2a466c565d,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Graduate/Postgraduate Content Scientist (Permanent and FTC a...,Sparx,,Exeter,4 reviews,4.3 out of 5,None,mathematical,None,"We’re not just developers, data scientists, product owners, content or education experts – we’re also cyclists, DJs, triathletes, published scholars, parents,..."
131,jl_50d5aaca913c43ac,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist/Quantitative Researcher,Harnham,"£75,000 - £120,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r",ml,None,"As a Data Scientist the remit and requirements are as follows:. They are looking for experienced Data Scientists to help maintain best practice, and continue to..."
132,jl_7965a4bd866c7441,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,Bright Purple Resourcing,,Edinburgh,,,"tableau,sql","statistical,analysis,programming,modelling",None,"New and exciting opportunity for an experienced Data Scientist for leading Financial services company. Data and variable re-structuring, pre-processing and..."
133,jl_b2818934b38fd6bb,permanent,data+scientist,"<span class=""date"">30+ days ago</span>","Cyber, Sensor & Information Warfare: science and engineering...",Defence Science and Technology Laboratory,"£31,000 - £52,000 a year",Porton Down,17 reviews,2.8 out of 5,None,"research,machine,intelligence,artificial","phd,msc"," Data forensics.  Applying Data Science, Artificial Intelligence and Machine Learning to maximise Defences use of data and to build new capabilities...."
134,jl_8e3e0a2e0dd6ac2a,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Principal Data Scientist,Harnham,"£80,000 - £90,000 a year",London,6 reviews,4.8 out of 5,python,"research,machine",None,"PRINCIPAL DATA SCIENTIST. As a Principal Data Scientist, you will be:. To be considered for this Principal Data Scientist position you must have the following:...."
135,jl_904f5241ca746f74,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Risk (Fintech),Harnham,"£80,000 - £90,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r","machine,programming","mathematics,bsc,statistics,msc",As a Data Scientist in this team you will be:. The Data Science team will be responsible for harnessing unstructured data and building robust machine learning...
136,jl_ab1427a1bf1d44d5,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Electron Microscopy Research Assistant,MRC Laboratory of Molecular Biology,"£22,201 - £25,976 a year",Cambridge,2 reviews,,None,research,"bsc,msc","Help users with loading specimens into the electron microscope and setting up data collections, or perform these independently...."
137,jl_5687f2b75f153096,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Data Engineer,Arnold Ash Ltd,"£60,000 - £75,000 a year",London,,,"java,python","analysis,programming",None,Data Engineer - Data Scientist - Private Equity - Training provided. Data Engineer - Data Science. The Data Engineer sits within a team that is responsible for...
138,jl_bf05febae7a0193f,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist Lead,Babylon Health,,London,,,"tableau,hadoop,nosql,hive,mongodb,r,sql,matlab","mining,programming,statistical,analysis,machine,ai",statistics,"Lead, manage & mentor a team of data analysts & data scientists. We are looking for a Data Scientist Lead that will manage a team to help us discover the..."
139,jl_6a614145b92e5387,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - R/Python,Harnham,"£55,000 - £65,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r","research,analysis,machine","statistics,degree","Data Scientist - R/python. As Data Scientist you will be working with data from wide of sources, with the aim to deliver a more personalised customer experience..."
140,jl_bc8b54d042b59ec2,permanent,data+scientist,"<span class=""date"">16 hours ago</span>",Data Scientist - Manager,Harnham,"£70,000 - £80,000 a year",London,6 reviews,4.8 out of 5,None,"artificial,machine,intelligence,programming","mathematics,statistics,msc",Data Science Manager. Experience of working with large volumes of data. Harnham are working with one of the most exciting and disruptive media agencies (also...
141,jl_f125797279c90d00,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Senior Statistician,Government Statistical Service,"£33,150 a year",East London,,,None,"statistical,research,analysis","phd,mathematics,msc,statistics,degree"," Membership of a professional community of Methodologists, Data Scientists and Statisticians. Statisticians  Data analysis...."
142,jl_4e21ef92dcd89d02,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Engineer,Argos,,Milton Keynes,"2,609 reviews",3.8 out of 5,"hadoop,nosql,hive,cloudera,oracle,java,sql,python,shell","intelligence,programming,modelling,analysis,machine",None,"Working with data consumers (Machine Learning, Data Scientists and Reporting Analysts) to understand their requirements and to create the optimal data..."
143,jl_8d6de486c31b62ef,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist,Shop Direct,,London,225 reviews,3.9 out of 5,None,"programming,modelling,statistical,analysis,machine","phd,statistics",Our data scientists sit closely with our software engineering team (metres away!). This is a fantastic opportunity for an experienced Lead Data Scientist who is...
144,jl_be87a10b63d823d2,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Bayesian,Harnham,"£65,000 - £70,000 a year",London,6 reviews,4.8 out of 5,"python,r",None,"mathematics,statistics,msc",As a Data Scientist you will be:. Utilising Bayesian methods to infer key insights on complex sets of data. Harnham are currently working with one of the world...
145,jl_540e6b3fd9cdd9b1,permanent,data+scientist,"<span class=""date"">8 days ago</span>",Formulation Scientist,CY Partner,,Sandwich,,,r,"analysis,modelling","bsc,msc",Interpret all data for clear conclusions and developing the quality of drug products. Excellent new opening for a Formulation Scientist at a top-tier...
146,jl_aa9ff4d8df64ff99,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,JobHoller,,Birmingham,,,"c++,c","intelligence,artificial,machine,ai,ml",mathematics,AI / ML / Big Data. Experience with big data sets. You will utilise all your AI / ML / Big Data knowledge to look for new ways to use the data we collect and...
147,jl_45baf8dadbf2e97a,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Statistician,Nine Twenty Engineering & Manufacturing,,Stirling,,,sas,"statistical,analysis,mathematical","statistics,degree","Assist colleagues in the analysis of data to support:. You will be working as part of a team to develop world-class medical devices, presentation and discussion..."
148,jl_db186f9618c6557e,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist,CK Group,"£25,000 - £45,000 a year",Durham,5 reviews,3.4 out of 5,excel,research,"mathematics,degree","As a Senior Data Scientist to you would be asked to prepare, test, develop, analyse and research elements in Data Science, in line with the Formulation strategy..."
149,jl_4979bb65ef960ba1,permanent,data+scientist,"<span class=""date"">12 days ago</span>","Principal Data Scientist - FS - London - £105,000 + Benefits",Lawrence Harvey,"£95,000 - £105,000 a year",London,,,"tableau,hadoop,qlikview,hive,r,c,python,sas","statistical,machine,programming",None,"Principal Data Scientist - FS - London - £105,000 + Benefits. The Principal Data Scientist would also be involved in building the practice through identifying..."
150,jl_2545771023bebbb6,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Hedgefund,Harnham,"£80,000 - £85,000 a year",London,6 reviews,4.8 out of 5,python,"research,machine,programming","mathematics,statistics",As a Data Scientist you will be:. They are now looking into deep learning applications and looking for a senior Data Scientist to come on board....
151,jl_e8bc45626962c9b5,permanent,data+scientist,"<span class=""date"">7 days ago</span>",Pricing Analyst/ Data Scientist,Eames Consulting,"£60,000 a year",London,,,"python,r",None,None,A London based consultancy are looking for a Pricing Analyst/ Data Scientist to join their pricing optimisation function....
152,jl_115212f4482592e6,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Loyalty Analytics,Harnham,"£60,000 - £65,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r","statistical,machine",msc,"As a Data Scientist you will be:. Working within a collaborative team of 30+ Data Scientists. As a Data Scientist you could earn up to £65,000 + benefits...."
153,jl_7b89bae95e7530cb,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Data Scientist/Engineer,CHARI CONSULTING LTD,,Edinburgh,,,sql,"modelling,statistical,analysis,research,machine",degree,"And external data sources, leveraging new data collection. Good understanding of big data, data & statistical analytics...."
154,jl_f8c92777eb98c563,permanent,data+scientist,"<span class=""date"">28 days ago</span>",Data Scientist - optimisation,Harnham,"£55,000 - £75,000 a year",London,6 reviews,4.8 out of 5,"sql,python","analysis,machine",None,Data Scientist - optimisation. The successful Data Scientist will have proven industrial experience building machine learning models in Python....
155,jl_55fc29e7d7c20bac,permanent,data+scientist,"<span class=""date"">20 hours ago</span>",Data Engineer,Barclays,,Northampton,"4,332 reviews",4 out of 5,"hadoop,nosql,hive,sas,java,sql,python,scala","statistical,machine,analysis,programming",degree,Data Engineer - 90208128. Conceptualize and quickly build POC on new platforms - should perform either as an individual contributor or lead a team of data...
156,jl_e2999feee6f7a981,permanent,data+scientist,"<span class=""date"">5 days ago</span>",Data Scientist - Deep Learning,Harnham,"£60,000 - £80,000 a year",London,6 reviews,4.8 out of 5,"python,r,scala","artificial,machine,intelligence,programming",msc,Data Scientist - Deep Learning. Harnham are currently working with a leading data science team in central London in the legal sector who are looking to hire a...
157,jl_29a870f0a6f46871,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,Redline Group,"£40,000 a year",Cambridge,4 reviews,5 out of 5,"spss,matlab,r,c,java,python,c++,sas","research,mining,analysis,machine",None,Skills required for this Data Scientist job -. Also call for more information on other Data Scientist / Engineer or Algorithm development jobs UK wide....
158,jl_c065bcf265b5d9ce,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Client Facing Data Scientists,SoulTek,"£90,000 a year",London,,,None,"mining,machine",None,"SoulTeks client, a fast-growing consultancy are looking for a number of experienced Data Scientists to work with their clients across the UK to help them gain..."
159,jl_2a500f0aadd8eaa1,permanent,data+scientist,"<span class=""date"">16 hours ago</span>","Multiple Data Scientists - £40,000 - £90,000",Harnham,"£40,000 - £90,000 a year",London,6 reviews,4.8 out of 5,python,"machine,ml",statistics,Multiple Data Scientists - Unicorn Startup - $3bn+ Value. The essential requirements of a Data Scientist in this role are:....
160,jl_d1363f7bc6649f3f,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,We Do Data,"£50,000 - £65,000 a year",Exeter,,,"python,r,matlab","statistical,research,analysis,modelling",phd,"Senior Data Scientist. Data Scientist, Statistician, R, Python, MATLAB, Insight, Analysis, Masters, PHD, Modelling, Statistics. Analysing big data sets...."
161,jl_fbc9925fab2204dc,permanent,data+scientist,"<span class=""date"">1 day ago</span>",Head of Data Science,Morson International,"£120,000 - £140,000 a year",Watford,62 reviews,3.8 out of 5,python,"ai,machine",None,"Head of Data Science. You'll be back with huge investment and a visionary leader who operates agilely and listens to his people, The successful Senior Data..."
162,jl_283552d6a928417c,permanent,data+scientist,"<span class=""date"">4 days ago</span>",Senior Data Scientist,VANRATH,"£55,000 - £60,000 a year",Belfast,,,"tableau,r,sql,python,excel,sas","mining,modelling,statistical,analysis,research,ai",None,"Senior Data Scientist, SAS Developer, Data scientist, python, R, SAS, SQL, Tableau. The appointed Senior Data Scientist will design and execute a data..."
163,jl_b671fb3977ebb911,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Consultancy,Harnham,"£55,000 - £85,000 a year",London,6 reviews,4.8 out of 5,"python,r","ai,machine,intelligence,artificial",None,"As a Data Scientist you could earn up to £55,000 + benefits. Or for more information about other Data Scientist positions, please contact Nick Mandella at..."
164,jl_59e0a38946cee2df,permanent,data+scientist,"<span class=""date"">16 days ago</span>",Analytical Scientist,CY Partner,,Northumberland,,,None,analysis,"bsc,degree","Preparation of work protocols for approval, critically assessing data generated and reviewing data. Acquisition/recording data in a manner that complies with..."
165,jl_b5909c53fbedc749,permanent,data+scientist,"<span class=""date"">27 days ago</span>",Data Scientist,Oliver James Associates,,London,5 reviews,2.6 out of 5,"python,r,sas",machine,None,"The recently formed team is being led by data science and insurance actuarial management. We are currently recruiting for a brand new machine learning,..."
166,jl_525a3b6a385c09b0,permanent,data+scientist,"<span class=""date"">30 days ago</span>",Development Scientist (MosaiQ) (Permanent & Temporary),Quotient Limited,,Edinburgh,,,None,None,degree,Experience with data visualisation. Quotient are seeking to recruit Development Scientists who will join the MosaiQ team based in EH26 0BF....
