MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Same_Condition,Same_exterior,Bsmt_per_sf_done,low_qual_per,total_rm,total_deck_porch,age,age_remodel,OverallScore,ExterScore,BsmtScore,GarageScore,YrMon,log_sale_price
RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,CompShg,VinylSd,None,0.0,PConc,No,GLQ,Unf,1836,GasA,3,Y,SBrkr,1836,1,Gd,Typ,1,3,Attchd,2004.0,Fin,2,484,Y,0,0,10,2006,WD,Normal,True,True,0.012903225806451613,0.0,10.0,153,2,1,2.5,2.5,2.5,2.0,2006-10-01,12.28690119819279
RL,47.0,53504,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,1Fam,2Story,Hip,CompShg,CemntBd,BrkFace,603.0,PConc,Gd,ALQ,Unf,234,GasA,3,Y,SBrkr,3279,1,Ex,Mod,1,3,BuiltIn,2003.0,Fin,3,841,Y,0,0,6,2010,WD,Normal,True,False,0.8581818181818182,0.0,16.5,749,7,7,2.5,2.5,2.5,2.0,2010-06-01,13.195613839143922
RL,69.79733110925771,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,None,0.0,CBlock,Av,GLQ,Unf,173,GasA,2,Y,SBrkr,858,1,TA,Typ,0,0,Detchd,1983.0,Unf,2,576,Y,0,0,4,2009,WD,Normal,True,True,0.7983682983682984,0.0,7.0,120,27,27,2.0,2.0,2.5,2.0,2009-04-01,11.812289042195847
RL,67.0,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,None,0.0,CBlock,No,LwQ,Unf,0,GasA,2,Y,FuseF,1220,1,TA,Typ,0,0,Detchd,1951.0,Unf,2,396,Y,0,0,4,2006,COD,Normal,True,True,1.0,0.0,7.0,0,55,55,2.0,2.0,2.0,2.0,2006-04-01,11.532728092266408
RL,94.0,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,SLvl,Gable,CompShg,Plywood,None,0.0,CBlock,Av,ALQ,BLQ,480,GasA,2,Y,SBrkr,1117,1,TA,Typ,1,2,Detchd,1976.0,Unf,2,672,Y,0,0,3,2010,WD,Abnorml,True,True,0.5335276967930029,0.0,8.0,144,34,34,2.0,2.0,2.0,2.0,2010-03-01,11.580584113444043
RL,70.0,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,1Fam,1Story,Gable,CompShg,Wd Sdng,None,1.0,CBlock,No,Rec,Unf,456,GasA,3,Y,FuseA,912,1,TA,Typ,0,0,Attchd,1958.0,RFn,1,275,Y,0,0,7,2007,COD,Normal,False,True,0.5,0.0,6.0,0,49,49,2.0,2.0,2.0,2.0,2007-07-01,11.648330101976432
RL,110.0,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,1Story,Hip,CompShg,VinylSd,BrkFace,375.0,PConc,Av,Unf,Unf,1935,GasA,3,Y,SBrkr,1973,1,Gd,Typ,1,3,Attchd,2006.0,Fin,3,895,Y,0,0,7,2007,New,Partial,True,True,0.0,0.0,11.0,360,1,1,2.5,2.5,2.5,2.0,2007-07-01,12.886641043883259
RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,BrkFace,320.0,PConc,No,GLQ,Unf,338,GasA,3,Y,SBrkr,1204,1,TA,Typ,0,0,Attchd,1998.0,Fin,2,412,Y,0,0,6,2009,WD,Normal,True,True,0.7192691029900332,0.0,8.0,247,11,11,2.0,2.0,2.5,2.0,2009-06-01,11.99535161421452
RL,86.0,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,BrkFace,240.0,PConc,Av,GLQ,Unf,1594,GasA,3,Y,SBrkr,1614,1,Gd,Typ,0,0,Attchd,2005.0,RFn,3,865,Y,0,0,7,2006,New,Partial,True,True,0.012391573729863693,0.0,9.0,203,1,0,2.5,2.5,2.5,2.0,2006-07-01,12.308177868467327
RL,100.0,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Hip,CompShg,HdBoard,None,0.0,CBlock,No,ALQ,Unf,102,GasA,2,Y,SBrkr,894,1,TA,Typ,1,2,Attchd,1974.0,Unf,2,440,Y,0,0,6,2006,WD,Normal,True,False,0.8819444444444444,0.0,7.0,241,32,32,2.0,2.0,2.0,2.0,2006-06-01,11.867097278690842
RL,78.0,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,BrkFace,90.0,CBlock,Gd,GLQ,Unf,0,GasA,2,Y,SBrkr,1004,1,TA,Typ,0,0,Attchd,1977.0,Unf,2,504,Y,0,0,5,2006,WD,Normal,True,False,1.0,0.0,6.0,0,29,29,2.0,2.0,2.5,2.0,2006-05-01,11.813030057420567
RL,63.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,1Story,Gable,CompShg,HdBoard,BrkFace,38.0,PConc,No,Unf,Unf,1237,GasA,3,Y,SBrkr,1253,1,TA,Typ,1,2,Attchd,1995.0,Fin,2,402,Y,0,0,6,2007,WD,Normal,True,True,0.0,0.0,8.0,241,12,11,2.5,2.0,3.0,2.0,2007-06-01,12.078239274020289
RL,65.0,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,ALQ,Unf,374,GasA,3,Y,SBrkr,1603,1,Gd,Typ,0,0,Attchd,1992.0,RFn,2,484,Y,0,0,7,2006,WD,Normal,True,True,0.5085413929040736,0.0,9.5,124,14,14,2.0,3.0,2.5,2.0,2006-07-01,12.077670930725649
RL,67.0,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,1413,GasA,3,Y,SBrkr,1430,1,Gd,Typ,0,0,Attchd,2001.0,RFn,2,605,Y,0,0,6,2009,WD,Normal,True,True,0.0,0.0,8.0,33,8,7,2.5,2.5,2.5,2.0,2009-06-01,12.139398512262181
RL,69.79733110925771,9101,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,BrkFace,104.0,PConc,Av,GLQ,Unf,0,GasA,3,Y,SBrkr,1110,1,Gd,Typ,1,2,Attchd,1978.0,Fin,2,602,Y,0,0,7,2009,WD,Normal,True,True,1.0,0.0,6.0,333,31,31,2.0,2.5,2.5,2.0,2009-07-01,12.016726473799254
RL,69.79733110925771,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,Gable,CompShg,BrkFace,None,0.0,CBlock,No,Rec,LwQ,491,GasA,2,Y,SBrkr,1342,1,TA,Typ,1,3,Attchd,1967.0,Unf,2,457,Y,0,0,9,2009,WD,Normal,False,False,0.642128279883382,0.0,9.0,197,42,42,2.0,2.0,2.0,2.0,2009-09-01,11.992260421644849
RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,CompShg,MetalSd,None,0.0,PConc,No,LwQ,Unf,0,GasA,2,Y,SBrkr,1652,1,TA,Typ,0,0,Detchd,1961.0,Unf,1,416,Y,0,1200,6,2010,WD,Normal,False,True,1.0,0.0,10.0,196,95,60,2.0,2.5,2.0,2.0,2010-06-01,11.842229212112828
RL,76.0,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,GLQ,Unf,300,GasA,3,Y,SBrkr,2084,1,Gd,Typ,0,0,BuiltIn,2004.0,RFn,2,618,Y,0,0,1,2010,WD,Normal,True,True,0.6861924686192469,0.0,11.5,45,6,6,2.5,2.5,2.5,2.0,2010-01-01,12.358793732547838
RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,1Story,Gable,CompShg,MetalSd,None,0.0,CBlock,No,Unf,Unf,901,GasA,3,Y,SBrkr,901,1,TA,Typ,0,0,Detchd,1954.0,Unf,1,281,Y,0,0,8,2008,WD,Normal,True,True,0.0,0.0,5.0,0,54,8,2.5,2.0,2.0,2.0,2008-08-01,11.588960151246226
RL,69.79733110925771,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,BrkFace,157.0,CBlock,Gd,LwQ,Unf,264,GasA,3,Y,SBrkr,2087,1,Gd,Typ,0,0,Attchd,1966.0,Fin,2,444,Y,0,0,7,2007,WD,Normal,True,True,0.6826923076923077,0.0,11.5,301,41,0,2.5,2.0,2.0,2.0,2007-07-01,12.141534124392603
RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,BrkFace,11.0,PConc,No,GLQ,Unf,1129,GasA,3,Y,SBrkr,1145,1,Gd,Typ,1,3,Attchd,2005.0,Fin,2,397,Y,0,0,9,2009,WD,Normal,True,True,0.013973799126637555,0.0,7.0,116,4,3,2.5,2.5,2.5,2.0,2009-09-01,11.984178313616395
RL,69.79733110925771,11333,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,None,0.0,PConc,Av,ALQ,Unf,490,GasA,2,Y,SBrkr,1062,1,TA,Typ,2,2,Attchd,1976.0,RFn,2,539,Y,0,0,5,2007,WD,Normal,True,True,0.5238095238095238,0.0,7.0,120,31,31,2.0,2.0,2.5,2.0,2007-05-01,11.896826395162552
RL,92.0,9920,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,Gable,CompShg,MetalSd,None,0.0,PConc,Av,GLQ,Unf,255,GasA,3,Y,SBrkr,2013,1,TA,Typ,1,2,Attchd,1997.0,Unf,2,455,Y,0,0,6,2007,WD,Normal,True,True,0.7717099373321397,0.0,11.5,310,11,10,2.5,2.5,2.5,2.0,2007-06-01,12.50539915757667
RL,76.0,9158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CompShg,CemntBd,Stone,140.0,PConc,Av,Unf,Unf,1496,GasA,3,Y,SBrkr,1496,1,Gd,Typ,0,0,Attchd,2007.0,Fin,2,474,Y,0,0,6,2007,New,Partial,True,False,0.0,0.0,9.0,298,0,0,2.5,2.5,2.5,2.0,2007-06-01,12.323855681186558
RL,69.79733110925771,10832,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,MetalSd,None,0.0,PConc,No,Unf,Unf,712,GasA,3,Y,SBrkr,1895,1,Gd,Typ,1,2,Attchd,1994.0,Fin,2,409,Y,0,500,10,2008,WD,Normal,True,True,0.0,0.0,9.5,189,14,12,2.5,2.5,2.5,2.0,2008-10-01,12.178187442040638
RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,CompShg,HdBoard,BrkFace,130.0,CBlock,No,Unf,Unf,650,GasA,2,Y,SBrkr,1564,1,TA,Typ,1,2,Attchd,1980.0,Unf,2,476,Y,0,0,4,2010,WD,Normal,True,True,0.0,0.0,9.5,254,30,29,2.0,2.0,2.5,2.0,2010-04-01,12.049418835484797
RL,71.0,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,Plywood,BrkFace,148.0,CBlock,No,Unf,Unf,660,GasA,3,Y,SBrkr,1285,1,TA,Typ,1,2,Attchd,1977.0,RFn,2,528,Y,0,0,4,2007,WD,Normal,True,True,0.0,0.0,8.5,138,30,30,2.0,2.0,2.0,2.0,2007-04-01,11.874090314181814
RL,57.0,7677,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,CBlock,No,BLQ,Unf,203,GasA,3,Y,SBrkr,773,1,TA,Typ,0,0,Attchd,1953.0,Unf,1,240,Y,0,0,4,2008,WD,Abnorml,True,True,0.7373868046571799,0.0,5.0,0,55,55,2.0,2.0,2.0,2.0,2008-04-01,11.608235644774552
RL,104.0,13518,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,CompShg,VinylSd,Stone,860.0,PConc,No,Unf,Unf,1926,GasA,3,Y,SBrkr,3140,1,Ex,Typ,2,3,BuiltIn,2009.0,Fin,3,820,Y,0,0,7,2009,New,Partial,True,True,0.0,0.0,14.5,222,1,0,2.5,2.5,2.5,2.0,2009-07-01,13.091904169919621
RL,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,BrkFace,252.0,BrkTil,No,ALQ,Unf,162,GasA,3,Y,SBrkr,1768,1,Gd,Typ,2,2,Detchd,1939.0,Unf,1,240,Y,0,0,6,2007,WD,Normal,False,True,0.7783857729138167,0.0,9.5,264,70,57,2.5,2.0,2.5,2.0,2007-06-01,12.072541252905651
RL,79.0,12798,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,Gd,GLQ,Unf,154,GasA,3,Y,SBrkr,1688,1,Gd,Typ,0,0,Attchd,1997.0,RFn,2,603,Y,0,400,5,2008,WD,Normal,False,True,0.75,0.0,11.5,702,11,11,2.0,2.0,2.5,2.0,2008-05-01,12.206072645530174
RM,40.0,4800,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,CompShg,MetalSd,None,0.0,CBlock,No,LwQ,Unf,999,GasA,3,Y,FuseA,1196,1,TA,Typ,0,0,Detchd,1957.0,Unf,2,440,Y,0,0,7,2007,WD,Normal,True,True,0.16471571906354515,0.0,7.0,0,91,17,2.5,2.0,2.0,2.0,2007-07-01,11.607326140391713
RL,63.0,8199,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,WdShing,None,0.0,PConc,Av,GLQ,Unf,80,GasA,3,Y,SBrkr,1456,1,Gd,Typ,1,3,Attchd,2005.0,Fin,2,410,Y,0,0,10,2008,WD,Normal,True,False,0.8901098901098901,0.0,10.5,54,3,3,2.5,2.5,2.5,2.0,2008-10-01,12.14950229404178
RL,107.0,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,CompShg,VinylSd,Stone,424.0,PConc,Gd,Unf,Unf,1734,GasA,3,Y,SBrkr,2822,1,Ex,Typ,1,3,BuiltIn,2009.0,RFn,3,1020,Y,0,0,1,2009,New,Partial,True,True,0.0,0.0,15.5,414,1,0,2.5,2.5,2.5,2.0,2009-01-01,13.275827535915461
RL,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,None,0.0,CBlock,No,LwQ,Unf,124,GasA,2,Y,SBrkr,1128,1,TA,Min1,0,0,Attchd,1954.0,Unf,1,286,Y,0,0,6,2006,WD,Family,True,True,0.8675213675213675,0.0,6.0,0,52,52,2.0,2.0,2.0,2.0,2006-06-01,11.678439903447801
RL,91.0,12274,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Stone,256.0,PConc,No,Unf,Unf,1417,GasA,3,Y,SBrkr,1428,1,Ex,Typ,0,0,Attchd,2008.0,RFn,2,554,Y,0,0,7,2008,New,Partial,True,True,0.0,0.0,8.0,60,0,0,2.5,2.5,2.5,2.0,2008-07-01,12.33569641332368
RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,None,0.0,PConc,Av,ALQ,Rec,100,GasA,3,Y,SBrkr,980,1,TA,Typ,0,0,Attchd,1967.0,Fin,1,384,Y,0,0,10,2006,WD,Normal,True,True,0.8979591836734694,0.0,8.0,68,39,39,2.0,2.0,2.0,2.0,2006-10-01,11.816726919301892
RL,144.0,21384,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,None,0.0,CBlock,Gd,GLQ,Unf,15,GasA,3,Y,SBrkr,1576,1,Gd,Typ,1,2,Attchd,1923.0,RFn,2,528,Y,0,0,5,2009,WD,Normal,True,True,0.9886706948640483,0.0,9.5,312,86,5,2.0,2.0,2.0,2.0,2009-05-01,12.31716669303576
RL,85.0,13400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,BrkFace,1047.0,CBlock,Av,ALQ,BLQ,380,GasA,2,Y,SBrkr,1086,1,TA,Typ,1,3,Attchd,1966.0,RFn,2,484,Y,0,0,6,2006,WD,Normal,True,True,0.62890625,0.0,8.0,0,40,40,2.0,2.0,2.0,2.0,2006-06-01,11.982616545377663
RM,90.0,8100,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2.5Unf,Hip,CompShg,AsbShng,None,0.0,PConc,No,Unf,Unf,849,GasA,2,N,FuseA,2138,3,TA,Typ,0,0,Detchd,1910.0,Unf,2,360,N,0,0,11,2009,WD,Normal,True,True,0.0,0.0,13.0,196,111,44,2.0,2.0,2.0,1.5,2009-11-01,11.571194373094205
RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,CompShg,HdBoard,BrkFace,99.0,CBlock,No,ALQ,LwQ,0,GasA,2,Y,SBrkr,1309,1,Gd,Typ,1,2,Attchd,1974.0,RFn,2,484,Y,648,0,1,2006,WD,Normal,True,True,1.0,0.0,7.5,265,32,7,2.0,2.0,2.0,2.0,2006-01-01,12.106252310247962
RM,69.79733110925771,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,BrkFace,169.0,PConc,Gd,GLQ,Unf,186,GasA,3,Y,SBrkr,848,1,Gd,Typ,1,3,Attchd,2004.0,Fin,2,420,Y,0,0,6,2008,ConLD,Normal,True,True,0.7806603773584906,0.0,6.0,140,4,4,2.0,2.5,2.5,2.0,2008-06-01,11.881034786534624
C (all),66.0,8712,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,None,0.0,CBlock,Av,Unf,Unf,540,GasA,2,N,FuseA,1044,1,Fa,Typ,0,0,Basment,1952.0,Unf,2,504,N,0,54,6,2010,WD,Alloca,True,True,0.0,0.0,5.0,0,58,58,2.0,2.0,2.0,2.0,2010-06-01,10.932981961904135
RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,MetalSd,BrkFace,243.0,CBlock,No,Rec,Unf,834,GasA,3,Y,SBrkr,1442,1,TA,Typ,0,0,Attchd,1958.0,RFn,1,301,Y,0,500,4,2007,COD,Normal,True,True,0.42163661581137307,0.0,8.5,275,49,49,2.0,2.0,2.0,2.0,2007-04-01,11.969717200243734
RL,45.0,8248,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,None,0.0,BrkTil,No,Unf,Unf,686,GasW,3,Y,SBrkr,1250,1,Fa,Typ,0,0,Detchd,1955.0,Unf,1,280,P,0,0,7,2006,WD,Normal,True,True,0.0,0.0,9.0,303,88,56,2.5,2.0,2.0,2.0,2006-07-01,11.661345470088502
RL,48.0,12137,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,BrkFace,442.0,PConc,No,Unf,Unf,1649,GasA,3,Y,SBrkr,1661,1,Gd,Typ,0,0,Attchd,1998.0,RFn,2,598,Y,0,0,5,2010,WD,Normal,True,True,0.0,0.0,8.0,34,12,12,2.5,2.0,2.5,2.0,2010-05-01,12.323411137947407
RL,69.79733110925771,11425,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,BrkFace,None,0.0,CBlock,No,BLQ,Unf,522,GasA,3,Y,SBrkr,1008,1,TA,Typ,1,3,Attchd,1954.0,RFn,1,275,Y,0,0,7,2006,WD,Normal,True,True,0.48214285714285715,0.0,5.0,120,52,52,2.0,2.0,2.0,2.0,2006-07-01,11.827736204810263
RL,69.79733110925771,13265,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,Hip,CompShg,CemntBd,BrkFace,148.0,PConc,No,GLQ,Unf,350,GasA,3,Y,SBrkr,1689,1,Gd,Typ,2,3,Attchd,2002.0,RFn,3,857,Y,0,0,7,2008,WD,Normal,True,False,0.7767857142857143,0.0,10.0,209,6,6,2.5,2.5,2.5,2.0,2008-07-01,12.509874099861838
RL,80.0,8816,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,BrkFace,80.0,CBlock,Av,GLQ,Unf,506,GasA,3,Y,SBrkr,1052,1,TA,Typ,0,0,Attchd,1971.0,Unf,2,440,Y,0,0,6,2010,WD,Normal,True,True,0.499009900990099,0.0,8.0,0,39,39,2.5,2.0,2.0,2.0,2010-06-01,11.951180395901384
RL,44.0,6371,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,Stone,128.0,PConc,Mn,GLQ,Unf,625,GasA,3,Y,SBrkr,1358,1,Gd,Typ,1,3,Attchd,2010.0,RFn,2,484,Y,0,0,6,2010,New,Partial,True,True,0.5397643593519882,0.0,9.0,227,1,0,2.5,2.5,2.5,2.0,2010-06-01,12.319401330837177
RL,72.0,7226,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,798,GasA,3,Y,SBrkr,1640,1,Gd,Typ,0,0,Attchd,2003.0,RFn,2,595,Y,0,0,6,2008,WD,Normal,True,True,0.0,0.0,8.5,45,5,5,2.5,2.5,2.5,2.0,2008-06-01,12.117241431823558
RM,60.0,6000,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,None,0.0,CBlock,No,Unf,Unf,936,GasA,2,N,SBrkr,936,1,TA,Min2,0,0,Detchd,1974.0,Unf,2,576,Y,0,0,2,2009,WD,Normal,True,True,0.0,0.0,5.0,144,56,56,2.0,2.0,2.0,2.0,2009-02-01,11.440354772135393
RL,69.79733110925771,12394,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,Gd,Unf,Unf,847,GasA,3,Y,SBrkr,1733,1,Gd,Typ,1,3,BuiltIn,2003.0,Fin,2,433,Y,0,0,10,2007,WD,Family,True,True,0.0,0.0,9.5,148,4,4,2.5,2.5,2.5,2.0,2007-10-01,12.323855681186558
RL,60.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,None,0.0,BrkTil,No,Unf,Unf,778,GasA,2,Y,SBrkr,1489,1,TA,Typ,1,3,Detchd,1940.0,Unf,1,240,Y,0,0,7,2009,WD,Normal,True,True,0.0,0.0,9.0,335,69,59,2.5,2.0,2.0,2.0,2009-07-01,11.845819880243557
FV,81.0,11216,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,1489,GasA,3,Y,SBrkr,1489,1,Gd,Typ,1,3,Attchd,2006.0,RFn,2,776,Y,0,0,6,2006,New,Partial,True,True,0.0,0.0,9.0,140,0,0,2.5,2.5,3.0,2.0,2006-06-01,12.3570755190667
RL,114.0,14803,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,1Fam,1Story,Hip,CompShg,CemntBd,BrkFace,816.0,PConc,Av,GLQ,Unf,442,GasA,3,Y,SBrkr,2084,1,Ex,Typ,1,3,Attchd,2007.0,Fin,3,1220,Y,0,0,6,2008,New,Partial,True,False,0.7872954764196343,0.0,10.0,233,1,0,2.5,2.5,2.5,2.0,2008-06-01,12.86099861326992
RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,GLQ,Unf,1434,GasA,3,Y,SBrkr,1434,1,Gd,Typ,1,2,Attchd,2001.0,RFn,2,527,Y,0,0,4,2009,WD,Normal,True,True,0.013755158184319119,0.0,8.0,329,8,8,2.5,2.5,2.5,2.0,2009-04-01,12.14950229404178
RL,69.79733110925771,28698,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,None,0.0,PConc,Gd,LwQ,ALQ,0,GasA,2,Y,SBrkr,2126,1,TA,Min2,0,0,Attchd,1967.0,Fin,2,538,Y,0,0,6,2009,WD,Abnorml,True,True,1.0,0.0,10.0,711,42,42,2.0,2.0,2.5,2.0,2009-06-01,12.128111104060462
FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,None,0.0,PConc,No,Unf,Unf,600,GasA,3,Y,SBrkr,1223,1,Gd,Typ,0,0,Detchd,2005.0,RFn,2,480,Y,0,0,7,2006,WD,Normal,True,True,0.0,0.0699912510936133,6.5,166,1,1,2.5,2.5,2.5,2.0,2006-07-01,11.900905258737373
RL,80.0,11900,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,BrkFace,387.0,CBlock,No,Rec,Unf,352,GasA,2,Y,FuseA,1392,1,TA,Typ,2,3,Attchd,1957.0,RFn,2,458,Y,0,0,6,2008,WD,Normal,True,True,0.7471264367816092,0.0,8.5,192,51,51,2.0,2.0,2.0,2.0,2008-06-01,12.01974306733868
FV,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,None,0.0,PConc,No,Unf,Unf,600,GasA,3,Y,SBrkr,1200,1,Gd,Typ,0,0,Detchd,2005.0,RFn,2,480,Y,0,0,6,2006,WD,Normal,True,True,0.0,0.07142857142857142,6.5,166,1,1,2.5,2.0,2.5,2.0,2006-06-01,11.925035115797062
